school_id,school_name,year,student_health_index,student_wellbeing_score,mental_health_referral_rate,survey_response_count,survey_source_note
S026,Silver Lake Middle,2019,68.2,63.8,4.49,89,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S026,Silver Lake Middle,2020,67.4,61.8,4.14,79,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S026,Silver Lake Middle,2021,67.4,62.8,4.26,86,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S026,Silver Lake Middle,2022,70.7,66.2,4.38,93,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S026,Silver Lake Middle,2023,71.4,68.1,4.66,91,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S026,Silver Lake Middle,2024,71.5,68.1,3.68,77,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S027,Washington Prep High,2019,59.9,55.8,4.83,95,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S027,Washington Prep High,2020,61.9,54.7,4.97,92,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S027,Washington Prep High,2021,62.5,53.7,4.96,99,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S027,Washington Prep High,2022,65.1,56.2,4.79,92,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S027,Washington Prep High,2023,62.7,57.6,5.11,98,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S027,Washington Prep High,2024,65.9,57.1,4.73,120,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S028,Franklin Elementary,2019,70.4,69.9,3.97,82,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S028,Franklin Elementary,2020,71.2,69.8,4.28,64,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S028,Franklin Elementary,2021,73.8,69.8,3.84,78,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S028,Franklin Elementary,2022,73.0,67.4,4.25,67,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S028,Franklin Elementary,2023,73.5,70.3,4.11,70,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S028,Franklin Elementary,2024,72.7,71.8,3.84,85,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S029,Mountain View K-8,2019,64.1,65.5,4.25,75,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S029,Mountain View K-8,2020,64.3,60.4,4.2,59,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S029,Mountain View K-8,2021,65.6,62.8,4.09,59,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S029,Mountain View K-8,2022,68.4,62.8,4.87,69,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S029,Mountain View K-8,2023,67.7,63.9,4.34,67,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S029,Mountain View K-8,2024,69.3,65.2,4.14,71,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S030,Pioneer High School,2019,60.2,55.1,4.57,86,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S030,Pioneer High School,2020,60.2,54.3,4.37,82,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S030,Pioneer High School,2021,60.3,57.0,4.4,76,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S030,Pioneer High School,2022,62.8,58.0,4.77,89,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S030,Pioneer High School,2023,62.9,59.0,4.93,94,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S030,Pioneer High School,2024,65.2,57.8,4.8,104,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S031,Meadowbrook Elementary,2019,72.6,65.0,3.88,61,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S031,Meadowbrook Elementary,2020,73.1,63.8,3.84,67,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S031,Meadowbrook Elementary,2021,71.8,66.2,3.99,54,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S031,Meadowbrook Elementary,2022,74.0,66.7,4.11,65,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S031,Meadowbrook Elementary,2023,76.8,67.6,3.96,62,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S031,Meadowbrook Elementary,2024,75.7,69.2,3.88,78,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S032,Riverside Arts Middle,2019,65.4,59.0,4.25,99,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S032,Riverside Arts Middle,2020,64.2,55.5,4.34,91,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S032,Riverside Arts Middle,2021,68.3,58.2,4.78,74,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S032,Riverside Arts Middle,2022,68.8,58.8,4.79,101,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S032,Riverside Arts Middle,2023,71.4,61.9,5.04,96,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S032,Riverside Arts Middle,2024,71.4,61.3,4.36,100,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S033,Sequoia High,2019,58.6,53.0,5.07,97,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S033,Sequoia High,2020,56.5,50.3,4.91,89,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S033,Sequoia High,2021,56.5,54.1,4.83,79,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S033,Sequoia High,2022,58.3,53.6,5.21,72,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S033,Sequoia High,2023,58.0,54.8,4.89,109,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S033,Sequoia High,2024,61.6,55.8,5.09,79,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S034,Pinecrest Elementary,2019,71.8,67.3,3.53,36,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S034,Pinecrest Elementary,2020,72.2,64.1,3.97,35,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S034,Pinecrest Elementary,2021,74.4,64.4,3.94,40,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S034,Pinecrest Elementary,2022,74.2,67.7,4.77,45,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S034,Pinecrest Elementary,2023,74.8,70.6,4.32,48,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S034,Pinecrest Elementary,2024,75.1,67.4,3.61,38,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S035,Adams Community School,2019,66.0,61.7,4.29,89,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S035,Adams Community School,2020,65.9,61.9,4.47,84,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S035,Adams Community School,2021,67.0,61.8,4.25,92,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S035,Adams Community School,2022,69.2,64.1,4.41,86,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S035,Adams Community School,2023,70.9,65.0,4.63,98,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S035,Adams Community School,2024,71.1,65.7,4.22,101,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S036,Jefferson STEM High,2019,,,4.8,124,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S036,Jefferson STEM High,2020,60.4,51.8,4.74,101,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S036,Jefferson STEM High,2021,59.6,51.1,,105,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S036,Jefferson STEM High,2022,60.4,54.7,5.13,118,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S036,Jefferson STEM High,2023,62.8,54.7,5.32,119,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S036,Jefferson STEM High,2024,62.6,57.6,4.45,110,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S037,Blue Harbor Elementary,2019,68.4,64.6,4.34,59,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S037,Blue Harbor Elementary,2020,68.1,64.4,3.8,68,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S037,Blue Harbor Elementary,2021,67.5,65.2,4.03,59,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S037,Blue Harbor Elementary,2022,72.4,64.6,4.59,67,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S037,Blue Harbor Elementary,2023,70.4,69.5,4.24,68,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S037,Blue Harbor Elementary,2024,71.1,66.1,4.16,67,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S038,Marina Middle School,2019,67.5,59.5,4.12,90,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S038,Marina Middle School,2020,70.3,59.8,4.49,103,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S038,Marina Middle School,2021,68.9,58.0,,86,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S038,Marina Middle School,2022,72.4,62.0,,89,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S038,Marina Middle School,2023,,,4.64,105,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S038,Marina Middle School,2024,73.0,66.7,4.59,110,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S039,Hilltop Elementary,2019,67.4,64.0,3.69,35,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S039,Hilltop Elementary,2020,66.7,63.1,4.17,40,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S039,Hilltop Elementary,2021,69.5,64.5,4.07,35,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S039,Hilltop Elementary,2022,69.9,66.0,4.29,36,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S039,Hilltop Elementary,2023,70.9,63.8,4.71,41,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S039,Hilltop Elementary,2024,71.0,64.4,4.03,48,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S040,Summit Ridge High,2019,63.9,55.3,4.51,90,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S040,Summit Ridge High,2020,59.7,56.2,4.53,77,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S040,Summit Ridge High,2021,65.0,54.5,4.52,66,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S040,Summit Ridge High,2022,62.9,54.7,5.04,100,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S040,Summit Ridge High,2023,62.3,56.4,5.03,89,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S040,Summit Ridge High,2024,66.3,57.0,4.89,92,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S041,Cottonwood K-8,2019,69.3,61.0,4.21,93,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S041,Cottonwood K-8,2020,,,4.14,83,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S041,Cottonwood K-8,2021,71.7,63.4,4.14,80,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S041,Cottonwood K-8,2022,71.8,62.4,4.22,91,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S041,Cottonwood K-8,2023,73.5,65.4,3.9,84,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S041,Cottonwood K-8,2024,72.1,66.7,4.07,78,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S042,Mesa Verde Middle,2019,66.0,62.2,4.1,103,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S042,Mesa Verde Middle,2020,68.0,59.1,,79,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S042,Mesa Verde Middle,2021,67.0,60.8,4.19,67,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S042,Mesa Verde Middle,2022,71.0,60.6,4.74,95,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S042,Mesa Verde Middle,2023,71.7,64.5,4.56,96,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S042,Mesa Verde Middle,2024,72.3,64.8,4.03,86,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S043,Hamilton Elementary,2019,68.2,66.0,4.09,45,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S043,Hamilton Elementary,2020,67.6,66.1,4.05,48,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S043,Hamilton Elementary,2021,69.7,64.8,3.91,56,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S043,Hamilton Elementary,2022,68.3,66.5,4.28,50,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S043,Hamilton Elementary,2023,70.1,67.0,4.14,51,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S043,Hamilton Elementary,2024,66.9,65.4,3.84,56,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S044,Roosevelt High School,2019,60.1,56.5,4.8,94,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S044,Roosevelt High School,2020,61.0,55.2,4.51,68,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S044,Roosevelt High School,2021,59.3,58.3,4.47,94,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S044,Roosevelt High School,2022,63.1,61.6,4.89,120,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S044,Roosevelt High School,2023,65.3,59.1,4.64,110,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S044,Roosevelt High School,2024,63.3,60.3,4.49,104,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S045,Lakeshore Elementary,2019,74.7,63.1,,52,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S045,Lakeshore Elementary,2020,71.7,62.8,3.94,48,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S045,Lakeshore Elementary,2021,71.3,62.9,3.82,46,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S045,Lakeshore Elementary,2022,72.4,62.7,4.42,62,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S045,Lakeshore Elementary,2023,74.2,64.5,4.44,53,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S045,Lakeshore Elementary,2024,74.7,67.0,3.75,54,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S046,North Shore Middle,2019,70.4,59.1,4.24,93,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S046,North Shore Middle,2020,67.0,58.2,4.72,74,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S046,North Shore Middle,2021,69.7,60.6,4.33,80,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S046,North Shore Middle,2022,72.3,62.2,4.18,96,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S046,North Shore Middle,2023,73.7,61.0,4.46,81,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S046,North Shore Middle,2024,74.1,60.9,4.1,91,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S047,Camino Real Academy,2019,65.9,63.0,4.2,81,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S047,Camino Real Academy,2020,65.6,60.5,4.13,81,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S047,Camino Real Academy,2021,66.2,59.4,4.45,66,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S047,Camino Real Academy,2022,68.2,62.0,4.5,77,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S047,Camino Real Academy,2023,70.5,64.9,4.45,76,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S047,Camino Real Academy,2024,69.0,64.5,4.33,96,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S048,Esperanza High School,2019,60.3,53.3,4.36,115,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S048,Esperanza High School,2020,58.7,54.3,4.63,111,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S048,Esperanza High School,2021,58.3,55.0,5.06,115,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S048,Esperanza High School,2022,60.7,57.7,5.05,110,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S048,Esperanza High School,2023,65.1,56.6,5.17,108,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S048,Esperanza High School,2024,65.6,57.1,4.63,114,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S049,Sycamore Elementary,2019,68.5,68.0,3.83,63,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S049,Sycamore Elementary,2020,68.6,66.3,3.79,78,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S049,Sycamore Elementary,2021,69.5,65.4,,69,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S049,Sycamore Elementary,2022,74.6,66.7,4.32,72,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S049,Sycamore Elementary,2023,73.3,68.4,4.24,70,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S049,Sycamore Elementary,2024,72.7,68.4,3.71,76,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S050,Westfield Middle,2019,66.2,61.2,4.15,102,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S050,Westfield Middle,2020,65.5,57.9,4.39,73,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S050,Westfield Middle,2021,68.7,60.1,4.34,66,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S050,Westfield Middle,2022,69.7,61.0,4.23,93,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S050,Westfield Middle,2023,70.6,64.3,4.49,82,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S050,Westfield Middle,2024,71.6,63.5,4.13,104,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S051,Golden Gate Elementary,2019,68.1,64.0,3.87,67,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
